Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice
24497,Killibinbin Seduction Cab Sv,750mL,78,1013.22,12.99
24498,Cuvaison Chard,750mL,50,1337.5,26.75
24503,Far Niente Chard Napa,750mL,50,3499.5,69.99
24512,Tin Barn Cab Svgn Sonoma Cty,750mL,12,263.88,21.99
24513,R8 Cab Svgn,750mL,12,143.88,11.99
24520,I Lauri Spumante Brut Rose,750mL,26,337.74,12.99
24526,Snowden Cab Svgn The Ranch,750mL,12,587.88,48.99
24527,Scott Family Est Chard Arroy,750mL,19,379.80999999999995,19.99
24528,Scott Family Est Pnt Nr Arro,750mL,15,359.84999999999997,23.99
24529,Joseph Drouhin Mersault,750mL,3,167.97,55.99
24530,Joseph Drouhin Puligny-Montr,750mL,6,401.94,66.99
24531,Joseph Drouhin Cote de Beaun,750mL,6,155.94,25.99
24532,Joseph Drouhin Cote de Nuits,750mL,1,28.99,28.99
24533,Joseph Drouhin Santenay Red,750mL,3,89.97,29.99
24534,Joseph Drouhin Nuits St Geo,750mL,4,271.96,67.99
24539,Stonestreet Est Vyds Svgn Bl,750mL,1,29.99,29.99
24540,Signo 11 Bobal de Manchuela,750mL,45,899.55,19.99
24546,Selini Nano Svgn Bl,187mL,32,127.68,3.99
24552,Gnarly Head 1924 Double Blac,750mL,411,4105.89,9.99
24554,Merieau L'Arpent des Vaudons,750mL,16,207.84,12.99
24555,Claude Riffault Chass Sancer,750mL,2,53.98,26.99
24556,Mas Alta Black Slate Priorat,750mL,12,203.88,16.99
24557,Dom La Fage Tess Carignan VV,750mL,36,467.64,12.99
24558,Dom La Fage Cve Nicholas VdP,750mL,101,1111.99,11.00980198019802
24559,Dom Janasse Terre d'Argile,750mL,12,239.87999999999997,19.99
24560,Dom La Fage Tessellae CdRous,750mL,6,77.94,12.99
24564,Chronic Cellars Suite Petite,750mL,1,14.99,14.99
24567,Ravenswood Mendocino OV Znfd,750mL,13,211.86999999999998,16.297692307692305
24572,Galerie Latro Cab S Knights,750mL,3,149.97,49.99
24574,Galerie Pleinair Cab Svgn NV,750mL,3,149.97,49.99
24575,Failla Pnt Nr Sonoma Cst,750mL,27,944.73,34.99
24576,Failla Chard Sonoma Cst,750mL,13,454.87,34.99
24578,Jean Laurent Blanc de Noirs,750mL,7,283.43,40.49
24579,Mt Beautiful Svgn Bl,750mL,10,165.89999999999998,16.589999999999996
24580,Mt Beautiful Pnt Nr,750mL,37,702.63,18.99
24585,Moshin Vyds Pnt Nr RRV,750mL,4,99.96,24.99
24587,Woodbridge Harvest Spice Red,750mL,151,1165.49,7.718476821192053
24588,Boundary Breaks OLN Rsl,750mL,25,380.75,15.23
24589,Navardia Rioja Organic,750mL,1,12.99,12.99
24591,Dominios Ribera del Duero Cr,750mL,2,29.98,14.99
24592,Vendange Cab Svgn,1.5L,451,3993.4900000000002,8.854745011086475
24593,Bodegas La Cartuja Priorat,750mL,60,1179.3999999999999,19.656666666666663
24594,Torresella Prosecco Xtra Dry,750mL,26,412.73999999999995,15.874615384615383
24595,Greg Norman Svgn Blanc Marlb,750mL,132,1160.28,8.79
24602,Terre del Barolo Barbrsco 10,750mL,3,65.97,21.99
24603,Zeni 11 Amarone Classico,750mL,41,1229.59,29.99
24604,Dark Horse Pnt Nr,750mL,361,2884.39,7.989999999999999
24605,Fortant Chard,750mL,434,3467.66,7.989999999999999
24606,Fortant Cab Svgn,750mL,724,5800.76,8.012099447513812
24612,Estancia Pnt Nr Monterey,750mL,443,6251.57,14.111896162528216
24621,Cline Chard Sonoma Cst,750mL,43,518.57,12.059767441860465
24631,Acumen Moutainside Red Napa,750mL,606,15143.939999999999,24.99
24634,Marques de Caceres RSV Red,750mL,435,7390.65,16.99
24646,Pierre Dupond Renjardire CdR,750mL,80,703.1999999999999,8.79
24647,Dom Perignon P2 Blanc 1998,750mL,3,899.97,299.99
24648,Mumm Napa Bl de Blanc,750mL,271,4062.29,14.99
24650,Perrier Jouet BE Luxury Case,750mL,29,3241.71,111.78310344827587
24658,Plumpjack Syrah Napa Valley,750mL,1,55.99,55.99
24662,Silver Totem Cab Svgn,750mL,22,439.78,19.99
24663,M Chiarlo Rovereto Gavi 13,750mL,6,95.94,15.99
24664,M Chiarlo 10 Chiarlo Rosso,750mL,498,4975.02,9.99
24665,Nardi Casale 08 Bosco Brunel,750mL,374,10468.26,27.990000000000002
24666,Salviano Orvieto 13 Clsco,750mL,282,2253.18,7.989999999999999
24668,Darioush Merlot Napa Valley,750mL,7,419.93,59.99
24670,Freemark Abbey Cab Svgn Ruth,750mL,6,419.94,69.99
24671,Palacios Bolo Godello Valdeo,750mL,5,69.95,13.99
24672,Bolla Merlot,1.5L,49,651.51,13.296122448979592
24673,Bolla Pinot Grigio,1.5L,338,4414.62,13.061005917159763
24684,F Coppola Vendetta Cab/Malbc,750mL,14,321.86,22.990000000000002
24685,Calera Central Chard,375mL,12,155.88,12.99
24686,Barco Negro Douro,750mL,766,6120.34,7.99
24691,Ch Vignot 09 St Emilion Gr C,750mL,1,59.99,59.99
24692,Calmel & Joseph Chard,750mL,8,103.92,12.99
24694,Cormons Schioppettino,750mL,2,25.98,12.99
24696,Black Stallion 10 Trans Cab,750mL,1,119.99,119.99
24699,Alfred Gratien Champagne Bru,750mL,16,735.84,45.99
24700,Cavas Hill 1887 Brut Cava,750mL,17,254.82999999999998,14.989999999999998
24701,Gratien & Meyer Cremant Brut,750mL,12,179.88,14.99
24703,Kenwood J London Cab Svgn,750mL,37,1159.63,31.341351351351353
24704,Kenwood Chard Sonoma,750mL,12,155.88,12.99
24705,Kenwood Merlot Sonoma,750mL,26,337.74,12.99
24706,Kenwood J London Znfdl,750mL,5,124.94999999999999,24.99
24715,Banfi Summus Tuscany Red,750mL,3,191.97,63.99
24717,Merum Monastrell Jumilla,750mL,12,143.88,11.99
24720,Tenuta Sette Ponti Crognolo,750mL,7,195.93,27.990000000000002
24722,Feudo Saia Nero d'Avola 13,750mL,7,195.92999999999998,27.99
24723,Tenuta di Biserno Il Pino,750mL,2,119.98,59.99
24724,Nozzole La Forra Chianti Gra,750mL,4,147.96,36.99
24725,Nozzole Vineto Il Pareto,750mL,5,314.95,62.989999999999995
24727,Nardi Brunllo d Montlcino 10,750mL,34,1801.66,52.99
24728,Nardi Rosso di Montalcino 13,750mL,27,593.73,21.990000000000002
24731,Masi Rsvra di Costasera Amar,750mL,6,359.94,59.99
24732,Masi Serego Alighieri Vaio A,750mL,4,251.96,62.99
24734,Dom Piquemal Cotes du Roussi,750mL,12,179.88,14.99
24736,Dumangin Champagne Cuvee 17,750mL,23,919.77,39.99
24751,Lugny Macon Vllgs Vielle Rsv,750mL,12,191.88,15.99
24752,A Bichot Petit Chablis,750mL,24,215.76,8.99
24754,Girl & Dragon Malbec,750mL,9,125.91,13.99
24755,Sokol Blosser Evolution Pnt,750mL,336,4402.64,13.10309523809524
24757,Domain Drouhin Pnt Nr Ore,750mL,23,942.7700000000001,40.99
24759,Sokol Blosser Evolution Sprk,750mL,25,448.74999999999994,17.95
24766,Tenshen Red,750mL,546,8184.54,14.99
24768,Vinsacro Rioja,750mL,649,10377.51,15.99
24771,Les Darons Lang J Carrel Rou,750mL,296,4061.04,13.71972972972973
24772,3 Ball Znfdl,750mL,184,2390.16,12.989999999999998
24774,J Bouchon Canto Norte,750mL,21,272.79,12.99
24775,J Bouchon Canto Sur,750mL,30,389.7,12.99
24778,Rocca Delle Macie Chianti C,1.5L,107,2454.93,22.943271028037383
24779,Straccali Chianti,1.5L,616,7943.84,12.895844155844156
24782,Casa Silva Los Lingues Cab S,750mL,83,1327.17,15.99
24786,Opus One 12,750mL,39,9593.61,245.99
24787,Rodney Strong Chard Sonoma C,750mL,61,1219.3899999999999,19.99
24788,Gentleman's Collection Cab S,750mL,314,4392.86,13.989999999999998
24790,Ridge Monte Bello 12,750mL,1,168.99,168.99
24791,St Mayhem Red Coffee & Peppe,750mL,11,252.89,22.99
24792,St Mayhem Wh Peach & Ginger,750mL,3,68.97,22.99
24798,The Pinot Project Pnt Nr,750mL,46,681.54,14.816086956521739
24799,The Chard Project Chard,750mL,26,409.74,15.75923076923077
24805,Menage a Trois Silk Soft Red,750mL,1077,10843.23,10.067994428969358
24812,Tortoise Creek Cal Pnt Nr,750mL,36,467.64,12.99
24817,Mirassou Pnt Nr,1.5L,33,626.67,18.99
24819,Brancaia Blu Rosso Toscana,750mL,3,224.97,74.99
24825,Anakota 11 Helena Montana CS,750mL,3,239.97,79.99
24829,Cecchi Chianti Classico,750mL,2278,25188.22,11.057164179104477
24837,Wycliff Brut,750mL,468,2335.32,4.99
24840,Honig Svgn Bl Napa,750mL,730,10405.7,14.254383561643836
24842,Jacobs Crk Shrz/Cab Svgn,750mL,225,1969.72,8.754311111111111
24846,Franciscan Merlot Napa,750mL,272,5198.28,19.111323529411763
24857,Ch du Parc Brdx Rouge,750mL,3,38.97,12.99
24858,Ch Plaisance Cuvee Alix Roug,750mL,116,1738.8400000000001,14.990000000000002
24860,Mystos Longboard Vyd 13 Pnt,750mL,2,109.98,54.99
24863,Double Canyon Heaven H Cab S,750mL,54,1295.46,23.990000000000002
24868,Ch St Sulpice Brdx Blanc,750mL,16,175.84,10.99
24872,Soter Vyds Brut Rose,750mL,1,57.99,57.99
24874,Benziger Merlot,750mL,113,1356.87,12.007699115044247
24875,Glen Ellen Merlot RSV,1.5L,2007,14028.93,6.99
24876,Wine & Soul Manoela Douro,750mL,31,619.6899999999999,19.99
24878,Fabre Montmayou Gr Vin Lujan,750mL,1,40.99,40.99
24881,Monjardin El Cerezo Chard,750mL,5,59.95,11.99
24882,Boones Strawberry Hill,750mL,133,397.67,2.99
24883,Foz Arouce 11 Beira Atlantic,750mL,1,17.99,17.99
24884,Muxagat Barroca Tinto Doura,750mL,21,419.78999999999996,19.99
24885,Passadouro 12 Tinto Douro,750mL,1,13.99,13.99
24888,Armand de Brignac Brut Rose,750mL,2,839.98,419.99
24897,Carpineto Rosso di Montalcno,750mL,20,559.8,27.99
24907,Bogle Old Vine Znfdl Cal,750mL,580,7373.2,12.712413793103448
24921,Appolo Vyds Seyval,750mL,3,46.47,15.49
24922,Appolo Vyds China Girl,750mL,5,77.45,15.49
24924,Sea Smoke Sea Spray Blanc,750mL,1,79.99,79.99
24926,Herzog Kosher Znfdl,750mL,13,129.87,9.99
24928,Rive Droite Rive Gauche CDR,750mL,290,2607.1,8.99
24929,Corvo Nero d'Avola & Pnt Gr,750mL 2 Pk,34,809.66,23.813529411764705
24930,L'Ecole No 41 Cab 12 Walla W,750mL,7,300.93,42.99
24933,Lancaster Est Cab Svgn,750mL,8,319.92,39.99
24936,T-Vine Petite Sirah Napa,750mL,643,9638.57,14.99
24937,NH Winter Warmer Red,750mL,21,367.28999999999996,17.49
24938,NH Barnett Hill Dry White,750mL,17,271.83,15.989999999999998
24939,NH 1761 Walpole Rose,750mL,7,132.93,18.990000000000002
24952,Jackhammer Chard Monterey,750mL,12,170.88,14.24
24963,Ch Messile Aubert Montgne St,750mL,29,637.7099999999999,21.99
24964,Ch Jean de Gue Lalande de Po,750mL,4,159.96,39.99
24967,Terra d'Oro Ch Bl/Viognier,750mL,81,971.19,11.99
24970,Hayes Ranch Red Blend,750mL,4,35.96,8.99
24971,Hugel Gentil White,750mL,114,1498.8600000000001,13.147894736842106
24975,Tenshen White,750mL,88,1583.12,17.99
24991,Ch Behere Courtin Pauillac,750mL,9,530.91,58.989999999999995
24992,Buglioni L'Amarone,750mL,31,1704.69,54.99
24993,Tardieu Laurent Le Becs Fins,750mL,31,588.6899999999999,18.99
24994,Couvent des Thorins Moulin,750mL,2,51.98,25.99
24997,W Hill Merlot Napa,750mL,16,463.84,28.99
24998,Royal Tokaji Mad Cuvee,375mL,13,220.86999999999998,16.99
24999,Schramsberg Mirabelle B Rose,750mL,28,699.7199999999999,24.99
25000,Schramsberg Blanc de Blancs,1.5L,2,139.98,69.99
25002,Presqu'ile Pnt Nr Snta Maria,750mL,3,119.97,39.99
25003,Tenuta Sette Cieli Indaco,750mL,16,767.84,47.99
25004,Tenuta Sette Cieli Yantra,750mL,5,109.94999999999999,21.99
25005,Volpaia Chianti Clsco,750mL,77,1385.23,17.990000000000002
25006,Volpaia Prelius Vermentino,750mL,11,164.89000000000001,14.990000000000002
25007,St Supery Elu Meritage Red,750mL,2,109.98,54.99
25008,St Supery Dollarhide Svgn Bl,750mL,4,119.96,29.99
25009,St Supery Dollarhide Cab Svg,750mL,11,879.8899999999999,79.99
25011,St Supery Rutherford Merlot,750mL,10,389.90000000000003,38.99
25012,Virtu St Supery White Blend,750mL,9,179.91,19.99
25014,Dom Tabordet Pouilly Fume,750mL,14,349.86,24.990000000000002
25015,Ch Graves de Pez St Estephe,750mL,9,269.90999999999997,29.989999999999995
25016,Roger et Didier Raimbault Rs,750mL,12,299.88,24.99
25017,Ch Tertre de Viaud C d Bourg,750mL,21,251.79,11.99
25018,L'Enclos de Viaud Lalande Po,750mL,9,269.90999999999997,29.989999999999995
25020,Ch de Pierreux Brouilly Rsv,750mL,9,233.91,25.99
25021,Mark West Black Pnt Nr,750mL,600,6612.0,11.02
25036,Albola Pinot Grigio,750mL,426,4739.74,11.126150234741784
25039,Sutter Home Svgn Bl,1.5L,284,2296.56,8.086478873239436
25043,Bully Hill Goat Wh Semi-Dry,750mL,72,647.28,8.99
25046,Bully Hill Love My Goat Rd,750mL,508,4616.92,9.088425196850395
25054,Jadot Clos Vougeot 13,750mL,1,139.99,139.99
25055,Jadot Echezeaux 13,750mL,2,359.98,179.99
25056,Jadot Gevrey Chambertin 13,750mL,1,99.99,99.99
25057,Jadot Marsannay Clos Roy 13,750mL,6,197.94,32.99
25058,Jadot Bourgogne Le Chapitre,750mL,3,86.97,28.99
25061,Jadot Vosne Romanee 13,750mL,8,479.92,59.99
25062,Jadot Nuit St George 13,750mL,5,254.95,50.989999999999995
25063,Jadot Savigny 13 Clos de Gue,750mL,3,119.97,39.99
25064,Jadot Beaune Bressandes 13,750mL,3,131.97,43.99
25065,Jadot Beaune Clos des Ursule,750mL,3,200.96999999999997,66.99
25066,Jadot Beaune Les Cent Vignes,750mL,1,44.99,44.99
25067,Jadot Pommard 13 Clos Commar,750mL,2,119.98,59.99
25069,Jadot Cote de Beaune Vlgs 13,750mL,4,119.96,29.99
25070,Jadot Savigny les Beaune 13,750mL,5,174.95000000000002,34.99
25076,Jadot Monthelie 13 Sous Roch,750mL,2,69.98,34.99
25077,Jadot Mercurey 13,750mL,6,179.94,29.99
25078,Jadot Savigny Bl Clos de Gue,750mL,1,39.99,39.99
25082,Jadot Bouzeron 13,750mL,6,131.94,21.99
25083,Jadot Rully 13,750mL,3,77.97,25.99
25084,Calera Ctrl Coast Pnt Nr,750mL,5,147.95,29.589999999999996
25085,Jadot Marsannay 13,750mL,2,59.98,29.99
25086,Jadot Pernand Vergelesses 13,750mL,2,71.98,35.99
25090,Jadot Ch des Jacques Fleurie,750mL,16,351.84,21.99
25104,Nickel&Nickel Truchard Chard,750mL,6,281.94,46.99
25105,EnRoute Chard Brumaire RRV,750mL,6,281.94,46.99
25106,Pulenta Est Gran Cab Franc,750mL,3,110.97,36.99
25107,Riglos Gran Corte Mendoza,750mL,2,83.98,41.99
25108,Miner Cab Svgn Napa Vly,750mL,10,479.90000000000003,47.99
25120,Foxglove Chard,750mL,12,179.88,14.99
25122,Kumeu River Village Chard,750mL,19,341.81,17.99
25125,Zorvino Vyds Mango Magnifico,750mL,74,924.26,12.49
25126,Zorvino Vyds Peachez,750mL,69,689.3100000000001,9.99
25130,Stratus Cab Franc VQA,750mL,8,239.92,29.99
25137,Nicole Chanrion Cote de Brou,750mL,6,107.94,17.99
25139,Chigard Fleurie Les Moriers,750mL,5,99.94999999999999,19.99
25140,Nicole Chanrion Cote de Brou,750mL,10,249.89999999999998,24.99
25141,The Federalist 1776 Zinfande,750mL,128,1917.72,14.9821875
25145,Brewer-Clifton Sta. Rita Cha,750mL,1,34.99,34.99
25146,Barefoot Cellars Winter Red,750mL,22,109.78,4.99
25154,Vina Cobos Cocodrilo Corte,750mL,12,299.88,24.99
25156,Champagne Malard Grand Cru B,750mL,2,99.98,49.99
25157,M Lynch Bordeaux Blanc Grave,750mL,46,695.54,15.120434782608696
25158,M Lynch Bordeaux Rouge Medoc,750mL,74,1119.26,15.125135135135135
25159,L'Eglise Saint-Hilaire Borde,750mL,22,261.78000000000003,11.89909090909091
25160,Cinq les Pattes Bordeaux Bla,750mL,10,119.9,11.99
25161,Baron La Rose Bordeaux Blanc,750mL,23,275.77,11.989999999999998
25162,D.des Senechaux CdP,750mL,17,849.83,49.99
25163,Colavita Pnt Nr,750mL,171,853.29,4.99
25180,Grahams 1983 Vintage Port,750mL,2,199.98,99.99
25181,Grahams 2000 Vintage Port,750mL,16,1535.84,95.99
25182,Grahams 2000 Vintage Port,375mL,19,873.8100000000001,45.99
25183,Brewer-Clifton Sta. Rita Pnt,750mL,6,233.94,38.99
25184,Riglos Gran Cab Svgn,750mL,5,124.94999999999999,24.99
25185,Black Pearl Oro,750mL,15,269.84999999999997,17.99
25186,Jadot Ch d Jacques Morgon 11,750mL,326,4234.74,12.99
25187,Ch Bruni Brdx Superieur,750mL,99,1264.01,12.767777777777777
25188,Ch Les Granges Brdx,750mL,89,936.11,10.51808988764045
25190,Sixto Chardonnay,750mL,16,575.84,35.99
25191,Cousino Macul Cab Svgn,750mL,1,12.99,12.99
25194,Ch Beaulieu Lalande de Pomer,750mL,23,390.77,16.99
25197,Ch La Rousseliere St Estephe,750mL 4 Pk,198,29698.02,149.99
25198,Ch Fombrauge Le Cadran de Fo,750mL,16,431.84,26.99
25199,Le Prelat CdR Blanc,750mL,9,116.91,12.99
25200,Le Prelat CdR Rouge,750mL,40,519.6,12.99
25201,Ch Croix de Jaugue St Emilio,750mL,92,1747.08,18.99
25203,Aveleda Follies,750mL,16,207.84,12.99
25204,Ch Rollan de By Medoc,750mL,55,1374.45,24.990000000000002
25206,Quinta do Noval 2013 Port,750mL,1,89.99,89.99
25210,Siduri Pnt Nr Williamette Vy,750mL,2,43.98,21.99
25211,Ch de Carles Brdx,750mL,32,415.68,12.99
25236,Horseshoes & Handgrenades Re,750mL,1,17.99,17.99
25252,Hauts de Smith Rouge P-Le 12,750mL,5,149.95,29.99
25253,Ch du Levant Sauternes,375mL,37,591.63,15.99
25254,Ch des Perligues Graves,750mL,23,294.77,12.816086956521739
25255,Calera Ctrl Coast Chard,750mL,23,502.77,21.859565217391303
25256,Ch St Louis Vieux Galvesse L,750mL,38,645.62,16.99
25257,Ch Boston Margaux,750mL,7,223.92999999999998,31.99
25258,Ch Maine d'Arman Cote Bourg,750mL,35,437.25,12.492857142857142
25259,Ch Martinon Brdx Rouge,750mL,35,384.65000000000003,10.99
25260,Lavergne Brdx Rouge,750mL,149,1190.51,7.99
25264,Pommery Falltime Extra Dry C,750mL,86,2591.14,30.12953488372093
25265,Brittan Vyds Chard Wlmete Vy,750mL,8,343.92,42.99
25269,R Mondavi Cab Svgn Pvt Sel,750mL,2388,21518.12,9.010938023450587
25279,Pommery Cuvee Louise 2002,750mL,4,499.96,124.99
25281,Ransom Dry Vermouth,500mL,66,1253.34,18.99
25282,Ransom Sweet Vermouth,500mL,48,911.5199999999999,18.99
25283,Ransom Selection Pnt Nr,750mL,25,624.75,24.99
25285,A Bichot St-Amour Champlette,750mL,39,740.6099999999999,18.99
25286,A Bichot Morgon Les Charmes,750mL,87,1652.1299999999999,18.99
25287,A Bichot Fixin Pnt Nr,750mL,16,479.84,29.99
25319,Ch Deux Rocs Premices Red,750mL,9,116.91,12.99
25335,George Wine Co Pnt Nr Sonoma,750mL,3,197.96999999999997,65.99
25337,Ch Francs Brdx CdFrancs,750mL,97,1648.03,16.99
25338,Ch Chantelune Margaux,750mL,39,1949.6100000000001,49.99
25339,Le Haut Medoc de Lascombes,750mL,30,1049.7,34.99
25340,Dom La Soumade Rast Prestige,750mL,28,699.7199999999999,24.99
25341,Bollinger R.D. 2002,750mL,1,279.99,279.99
25353,Calmel & Joseph CdRoussillon,750mL,3,41.97,13.99
25373,Sella & Mosca RSV Cannonau,750mL,418,5428.82,12.987607655502392
25375,Sella & Mosca Vermentino Ca,750mL,101,1008.99,9.99
25376,Artesa Rsv Pnt Nr,750mL,3,116.97,38.99
25381,Selbach-Oster Riesling,750mL,13,220.86999999999998,16.99
25382,Drouhin Laforet Red Bourgog,750mL,58,1043.42,17.990000000000002
25383,Von Winning Riesling Pfalz,750mL,17,322.83,18.99
25386,Champagne Pommerey 04 Gr Cru,750mL,29,1449.71,49.99
25411,Artesa Rsv Chard,750mL,7,272.93,38.99
25415,Schlosskellerei Gobelsburg,750mL,26,407.74,15.682307692307692
25416,Gaston Chiquet Trad Brut 1er,750mL,11,439.89000000000004,39.99
25417,Kunde Cab Svgn Sonoma Valley,750mL,53,1007.4699999999999,19.0088679245283
25418,Malamatina Retsina,500mL,57,341.43,5.99
25419,Kunde Chard Sonoma Valley,750mL,231,3466.69,15.007316017316018
25421,Pol Roger 06 Brut Vintage Ro,750mL,6,527.9399999999999,87.99
25422,Conde de Valdemar Cosecha,750mL,1,7.99,7.99
25423,Pol Roger 02 Sir W Churchill,750mL,2,441.98,220.99
25426,Fattoire Barbi 13 MdScansano,750mL,4,79.96,19.99
25427,Fattoire Barbi 10 Brunello,750mL,24,1007.7600000000001,41.99
25428,Luigi Bosca Los Miradores Ma,750mL,7,195.93,27.990000000000002
25444,Calera Mt Harlan Chard,750mL,7,286.93,40.99
25445,Maynard's 10 Yr Tawny Port,750mL,1,19.99,19.99
25458,Seven Hills Cab Svgn Columbi,750mL,2,45.98,22.99
25459,Seven Hills Merlot Seven Hil,750mL,1,32.99,32.99
25461,Piper Heidsieck Rare 2002,750mL,3,449.97,149.99
25462,Buehler Estate Cab Svgn Napa,750mL,62,1985.3799999999999,32.02225806451613
25465,Benziger Tribute Estate Red,750mL,36,2159.64,59.989999999999995
25467,Schug Cab Svgn,750mL,31,774.6899999999999,24.99
25482,J. Ordonez Victoria Moscatel,375mL,48,719.52,14.99
25484,Finca Sandoval Tinto Manchue,750mL,146,2626.54,17.99
25496,Sierra Cantabria Unica Rsv 0,750mL,92,1655.08,17.99
25497,Triga Alicante Tinto 11,750mL,77,1539.23,19.990000000000002
25512,Sbragia Cab Svgn Monte Rosse,750mL,8,367.92,45.99
25513,Elvio Cogno Dolcetto D'Alba,750mL,2,39.98,19.99
25514,Elvio Cogno Barolo Cascina N,750mL,34,1699.66,49.99
25522,Sutter Home Clsc Cab Svgn,187mL 4 Pk,608,3641.92,5.99
25528,Masi Campo Torbe Amarone 00,750mL,1,119.99,119.99
25531,BR Cohn Silver Cab Svgn Snm,750mL,121,2884.79,23.841239669421487
25535,Ch de Reynaud Cotes du Bourg,750mL,7,132.92999999999998,18.99
25537,R Stemmler 13 Pnt Nr,750mL,9,152.90999999999997,16.989999999999995
25544,Tilia Bonarda Mendoza,750mL,3,35.97,11.99
25557,Kenwood Cab Svgn Sonoma,750mL,36,607.64,16.878888888888888
25562,Elvio Cogno Barolo Ravera,750mL,9,629.91,69.99
25563,Elvio Cogno Barbera D'Alba B,750mL,17,560.83,32.99
25564,Elvio Cogno Barolo Vignaelen,750mL,2,199.98,99.99
25581,BV Coastal Estate Merlot,750mL,100,1057.0,10.57
25588,High Valley Znfdl,750mL,3,89.97,29.99
25594,Virginia Dare Chard Sonoma C,750mL,1,24.99,24.99
25603,Verrazzano Chianti Clsc,750mL,226,4065.74,17.99
25609,Wilson Winery Znfdl,750mL,46,1103.54,23.99
25621,Forest Glen Cab Svgn Cal,750mL,69,620.3100000000001,8.99
25622,Forest Glen Chard,750mL,151,1357.49,8.99
25623,Forest Glen Merlot Cal,750mL,54,485.46,8.99
25643,Kunde Magnolia Lane Svgn Bl,750mL,36,466.64,12.962222222222222
25647,De Loach Russian River Chard,750mL,67,1345.33,20.07955223880597
25649,De Loach Chard Cal,750mL,571,5704.29,9.99
25652,Red Autumn Red,750mL,3,32.97,10.99
25653,Ca'Momi Chard Rsv Napa,750mL,1,29.99,29.99
25689,Nisia 13 O V Verdejo Rueda,750mL,157,1411.43,8.99
25690,Cepa 21 Ribera Duero 06 Tnto,750mL,127,2284.73,17.99
25691,Tineta Avante 10 Tinto Fino,750mL,212,2329.88,10.99
25696,Bonny Doon Vin Gris de Cigar,750mL,27,242.73,8.99
25703,Murphy-Goode Svgn Bl,750mL,118,1598.82,13.549322033898305
25704,Murphy-Goode Chard Sonoma,750mL,103,1487.97,14.446310679611651
25707,Schramsberg Brut Rose,750mL,5,189.95,37.989999999999995
25708,Schramsberg Blanc de Blancs,750mL,33,1160.67,35.17181818181818
25711,Alexander Vly Vyd Cab Svgn,750mL,337,5420.63,16.084955489614245
25714,Grgich Hills Cab Svgn Napa,750mL,47,2964.53,63.075106382978724
25715,Grgich Hills Fume Bl Napa,750mL,20,599.8,29.99
25716,Grgich Hills Chard Napa,750mL,76,3421.2400000000002,45.01631578947369
25727,Chappellet Cab Svgn Pritchrd,750mL,1,174.99,174.99
25741,Cesari Recioto Valpolicella,500mL,24,959.76,39.99
25748,Duca di Salaparuta Paso Mule,750mL,12,263.88,21.99
25777,Ch Bonnet Red,750mL,94,1221.06,12.99
25789,Ch Pitot Brdx,750mL,31,355.69,11.473870967741936
25796,Grgich Hills Znfdl,750mL,32,1119.68,34.99
25802,Dynamite Cab Svgn N Cst,750mL,253,3055.47,12.07695652173913
25808,Edna Valley Chard,750mL,522,6258.78,11.99
25817,Guigal Chtnf du Pape,750mL,18,904.82,50.26777777777778
25831,Dry Creek Chenin Blanc Dry,750mL,57,683.4300000000001,11.990000000000002
25832,Dry Creek Fume Bl Sonoma,750mL,578,6376.22,11.031522491349481
25838,Dry Creek Cab Svgn Sonoma,750mL,65,1299.35,19.99
25846,Groth Svgn Bl Napa Valley,750mL,235,5165.65,21.981489361702128
25879,Firestone Santa Ynez Rsl,750mL,19,189.81,9.99
25883,Honig Cab Svgn Napa,750mL,302,10908.98,36.122450331125826
25915,Hogue Cellars Chard Wash,750mL,101,655.49,6.49
25917,Hogue Cellars WA Svgn Bl,750mL,39,389.61,9.99
25918,Hogue Cellars Rsl Wash,750mL,104,1040.96,10.00923076923077
25919,Hogue Clrs Merlot Wash,750mL,24,239.76,9.99
25925,Bonny Doon Le Cigare Volant,750mL,8,251.92,31.49
25932,Gabbiano Chianti Clsc,750mL,374,3736.26,9.99
25934,Gabbiano Chianti,750mL,673,5413.27,8.043491827637444
25963,Macrostie Carneros Chard,750mL,95,1885.05,19.84263157894737
25966,Robert Sinskey Pnt Nr Carner,750mL,104,3680.96,35.393846153846155
25984,C Y Toro Casa Diablo Svgn Bl,750mL,143,1428.57,9.99
25985,C Y Toro Casa Diablo Merlot,750mL,121,1208.79,9.99
25992,Murphy-Goode Cab Svgn Cal,750mL,153,2217.47,14.493267973856208
25994,Rodney Strong Merlot Sonoma,750mL,312,5606.879999999999,17.97076923076923
25995,Gallo Cafe Znfdl Cal,1.5L,159,1588.41,9.99
26091,Pacific Rim Rsl,750mL,378,3631.38,9.606825396825396
26092,Blackstone Merlot Cal,750mL,906,9506.94,10.493311258278146
26104,Spottswoode Cab Svgn Napa,750mL,8,1239.92,154.99
26134,Clos du Bois Znfdl Sonoma,750mL,60,719.4,11.99
26143,R Mondavi Pvt Sel Svgn Bl,750mL,448,4044.52,9.027946428571429
26163,Lindemans Cawarra Shiraz/Cab,1.5L,49,661.01,13.49
26181,Jaume Serra Cristalino Brut,750mL,621,5895.79,9.49402576489533
26219,Gloria Ferrer Carneros Chard,750mL,19,322.80999999999995,16.99
26236,Marques de Caceres Rose,750mL,260,2347.4,9.028461538461539
